# soak_growth seconds=240 sample_ms=1000 concurrency=16 cycle_ms=20
# replay_capacity=4096 leak_bytes=0 mallinfo2=1
t_ms,cycles,fails,rss_kb,rss_anon_kb,rss_file_kb,rss_anon_huge_kb,fds,timers,sessions,proxy_sessions,proxy_streams,uordblks,hblkhd,arena,up_accepts,up_closes,up_short
222006,10139,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,10139,10123,0
223003,10185,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,10185,10169,0
224003,10230,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,10230,10214,0
225003,10276,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,10276,10260,0
226021,10322,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,10322,10306,0
227005,10367,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,10367,10351,0
228007,10413,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,10413,10397,0
229021,10459,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,10459,10443,0
230017,10504,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,10504,10488,0
231020,10550,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,10550,10534,0
232006,10595,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,10595,10579,0
233000,10641,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,10641,10625,0
234006,10687,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,10687,10671,0
235002,10732,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,10732,10716,0
236002,10778,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,10778,10762,0
237018,10825,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,10825,10809,0
238019,10871,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,10871,10855,0
239020,10917,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,10917,10901,0
240005,10962,0,8220,2120,6100,0,76,33,16,16,16,13437616,393216,13578240,10962,10946,0
