# soak_growth seconds=240 sample_ms=1000 concurrency=16 cycle_ms=20
# replay_capacity=4096 leak_bytes=0 mallinfo2=1
t_ms,cycles,fails,rss_kb,rss_anon_kb,rss_file_kb,rss_anon_huge_kb,fds,timers,sessions,proxy_sessions,proxy_streams,uordblks,hblkhd,arena,up_accepts,up_closes,up_short
162021,6487,0,19044,13236,5808,10240,76,33,16,16,16,13427584,393216,13574144,6487,6471,0
163019,6527,0,19044,13236,5808,10240,76,33,16,16,16,13427584,393216,13574144,6527,6511,0
164024,6567,0,19044,13236,5808,10240,76,33,16,16,16,13427584,393216,13574144,6567,6551,0
165014,6607,0,19044,13236,5808,10240,76,33,16,16,16,13427584,393216,13574144,6607,6591,0
166009,6647,0,19044,13236,5808,10240,76,33,16,16,16,13427584,393216,13574144,6647,6631,0
167000,6687,0,19044,13236,5808,10240,76,33,16,16,16,13427584,393216,13574144,6687,6671,0
168016,6727,0,19044,13236,5808,10240,76,33,16,16,16,13427584,393216,13574144,6727,6711,0
169004,6766,0,19044,13236,5808,10240,76,33,16,16,16,13427584,393216,13574144,6766,6750,0
170003,6806,0,19044,13236,5808,10240,76,33,16,16,16,13427584,393216,13574144,6806,6790,0
171008,6846,0,19044,13236,5808,10240,76,33,16,16,16,13427584,393216,13574144,6846,6830,0
172011,6886,0,19044,13236,5808,10240,76,33,16,16,16,13427584,393216,13574144,6886,6870,0
173018,6926,0,19044,13236,5808,10240,76,33,16,16,16,13427584,393216,13574144,6926,6910,0
174019,6966,0,19044,13236,5808,10240,76,33,16,16,16,13427584,393216,13574144,6966,6950,0
175011,7006,0,19044,13236,5808,10240,76,33,16,16,16,13427584,393216,13574144,7006,6990,0
176012,7046,0,19044,13236,5808,10240,76,33,16,16,16,13427584,393216,13574144,7046,7030,0
177021,7086,0,19044,13236,5808,10240,76,33,16,16,16,13427584,393216,13574144,7086,7070,0
178004,7125,0,19044,13236,5808,10240,76,33,16,16,16,13427584,393216,13574144,7125,7109,0
179013,7165,0,19044,13236,5808,10240,76,33,16,16,16,13427584,393216,13574144,7165,7149,0
180008,7205,0,19044,13236,5808,10240,76,33,16,16,16,13427584,393216,13574144,7205,7189,0
181020,7246,0,19044,13236,5808,10240,76,33,16,16,16,13427584,393216,13574144,7246,7230,0
182019,7286,0,19044,13236,5808,10240,76,33,16,16,16,13427584,393216,13574144,7286,7270,0
183020,7326,0,19044,13236,5808,10240,76,33,16,16,16,13427584,393216,13574144,7326,7310,0
184014,7366,0,19044,13236,5808,10240,76,33,16,16,16,13427584,393216,13574144,7366,7350,0
185017,7406,0,19044,13236,5808,10240,76,33,16,16,16,13427584,393216,13574144,7406,7390,0
186021,7446,0,19044,13236,5808,10240,76,33,16,16,16,13427584,393216,13574144,7446,7430,0
187006,7485,0,19044,13236,5808,10240,76,33,16,16,16,13427584,393216,13574144,7485,7469,0
188003,7525,0,19044,13236,5808,10240,76,33,16,16,16,13427584,393216,13574144,7525,7509,0
189010,7565,0,19044,13236,5808,10240,76,33,16,16,16,13427584,393216,13574144,7565,7549,0
190008,7605,0,19044,13236,5808,10240,76,33,16,16,16,13427584,393216,13574144,7605,7589,0
191012,7645,0,19044,13236,5808,10240,76,33,16,16,16,13427584,393216,13574144,7645,7629,0
192008,7685,0,19044,13236,5808,10240,76,33,16,16,16,13427584,393216,13574144,7685,7669,0
193004,7725,0,19044,13236,5808,10240,76,33,16,16,16,13427584,393216,13574144,7725,7709,0
194010,7765,0,19044,13236,5808,10240,76,33,16,16,16,13427584,393216,13574144,7765,7749,0
195004,7805,0,19044,13236,5808,10240,76,33,16,16,16,13427584,393216,13574144,7805,7789,0
