# soak_growth seconds=240 sample_ms=1000 concurrency=16 cycle_ms=20
# replay_capacity=4096 leak_bytes=64 mallinfo2=1
t_ms,cycles,fails,rss_kb,rss_anon_kb,rss_file_kb,rss_anon_huge_kb,fds,timers,sessions,proxy_sessions,proxy_streams,uordblks,hblkhd,arena,up_accepts,up_closes,up_short
175016,6998,0,20120,14312,5808,12288,76,33,16,16,16,14101920,393216,14348288,6998,6982,0
176012,7038,0,20120,14312,5808,12288,76,33,16,16,16,14105760,393216,14348288,7038,7022,0
177020,7078,0,20124,14316,5808,12288,76,33,16,16,16,14109600,393216,14348288,7078,7062,0
178000,7117,0,20124,14316,5808,12288,76,33,16,16,16,14113440,393216,14348288,7117,7101,0
179021,7158,0,20124,14316,5808,12288,76,33,16,16,16,14117280,393216,14348288,7158,7142,0
180006,7197,0,20128,14320,5808,12288,76,33,16,16,16,14121024,393216,14348288,7197,7181,0
181009,7237,0,20132,14324,5808,12288,76,33,16,16,16,14124960,393216,14348288,7237,7221,0
182003,7277,0,20132,14324,5808,12288,76,33,16,16,16,14128800,393216,14348288,7277,7261,0
183006,7317,0,20132,14324,5808,12288,76,33,16,16,16,14132640,393216,14348288,7317,7301,0
184007,7357,0,20164,14356,5808,12288,76,33,16,16,16,14136384,393216,14483456,7357,7341,0
185006,7397,0,20172,14364,5808,12288,76,33,16,16,16,14140224,393216,14483456,7397,7381,0
186020,7437,0,20172,14364,5808,12288,76,33,16,16,16,14144064,393216,14483456,7437,7421,0
187021,7477,0,20172,14364,5808,12288,76,33,16,16,16,14147904,393216,14483456,7477,7461,0
188010,7517,0,20184,14376,5808,12288,76,33,16,16,16,14151840,393216,14483456,7517,7501,0
189017,7557,0,20188,14380,5808,12288,76,33,16,16,16,14155680,393216,14483456,7557,7541,0
190016,7597,0,20188,14380,5808,12288,76,33,16,16,16,14159520,393216,14483456,7597,7581,0
191016,7637,0,20188,14380,5808,12288,76,33,16,16,16,14163360,393216,14483456,7637,7621,0
